Group	Sub-group	Name	Sex	Cell type	Tissue	Cell line	Disease	Donor	Experiment	File type	Format	Analyis production	Size	MD5	URL
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K27me3	Normalized signal	bigWig	EMBL-EBI	759M	c6764e4d6cc76387af0220303fb94514	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K27me3.wiggler.20140106.bw
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1.1M	021494378faa1851d18a28c60f6a9bc8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K36me3.ppqt_macs2_broad_v2.20140106.bb
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K36me3	Enriched regions	BED	EMBL-EBI	1.6M	7a3f5e9f86f181b91932f2d32447a35e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K36me3.ppqt_macs2_broad_v2.20140106.bed.gz
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K36me3	Enriched regions	Text	EMBL-EBI	1.9M	8d4bae0bf7167b3db72bcf153b40e679	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K36me3.ppqt_macs2_broad_v2.20140106.xls.gz
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K36me3	Normalized signal	bigWig	EMBL-EBI	954M	7b360c473c90c7508a89c5aaa28685dc	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K36me3.wiggler.20140106.bw
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K4me1	Enriched regions	bigBed	EMBL-EBI	2.1M	ad8241490c892024faade1a4844224c2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K4me1.ppqt_macs2_broad_v2.20141014.bb
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K4me1	Enriched regions	BED	EMBL-EBI	2.8M	7dd585a34e838469479d7c92d4d03a23	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K4me1.ppqt_macs2_broad_v2.20141014.bed.gz
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K4me1	Enriched regions	Text	EMBL-EBI	3.1M	4b2dc5feeb598a1022d947f38fb19a76	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K4me1.ppqt_macs2_broad_v2.20141014.xls.gz
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K4me1	Normalized signal	bigWig	EMBL-EBI	622M	130c82d098f7155a7fc05615e1f5e455	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K4me1.wiggler.20141014.bw
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K4me3	Enriched regions	bigBed	EMBL-EBI	774K	2946871ef74a2b8ed5697eda5bc68d9d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K4me3.ppqt_macs2_v2.20140513.bb
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K4me3	Enriched regions	BED	EMBL-EBI	715K	b903158b3b05eaa2c636f263dbefa552	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K4me3.ppqt_macs2_v2.20140513.bed.gz
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K4me3	Enriched regions	Text	EMBL-EBI	827K	7c03541af75a810444d3b05993bddba2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K4me3.ppqt_macs2_v2.20140513.xls.gz
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.1G	f99f4d6e9a4272fb8ca5700c6c21675b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K4me3.wiggler.20140513.bw
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K9me3	Enriched regions	bigBed	EMBL-EBI	1.5M	85a747616f6cc54423b4f342aac1eb9d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K9me3.ppqt_macs2_broad_v2.20140106.bb
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K9me3	Enriched regions	BED	EMBL-EBI	2.1M	672b427e05ac28f2a56f9919ed2cbeb1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K9me3.ppqt_macs2_broad_v2.20140106.bed.gz
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K9me3	Enriched regions	Text	EMBL-EBI	2.4M	7853a44a3b6e0c9e6e6f711d66624dd4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K9me3.ppqt_macs2_broad_v2.20140106.xls.gz
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1.1G	099b37cdbea92de2e56da5c270d8c3d2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.H3K9me3.wiggler.20140106.bw
Cord blood	inflammatory macrophage	S007SK	Male	inflammatory macrophage	Cord blood		None	S007SK	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.1G	9d1db34295512fb6b02e3d0e4c9a9042	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S007SK/inflammatory_macrophage/ChIP-Seq/NCMLS/S007SKH1.Input.wiggler.20141014.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K27ac	Enriched regions	bigBed	EMBL-EBI	1.8M	eb3e914691b4584f3f678a7b1603f52b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K27ac.ppqt_macs2_v2.20141014.bb
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K27ac	Enriched regions	BED	EMBL-EBI	1.8M	ce478329a222a2b03274cdd411fe9da9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K27ac.ppqt_macs2_v2.20141014.bed.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K27ac	Enriched regions	Text	EMBL-EBI	2.1M	c2e3e24eef81ca0eab55199c83827ae0	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K27ac.ppqt_macs2_v2.20141014.xls.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K27ac	Normalized signal	bigWig	EMBL-EBI	699M	a2cbb67cdc292a0793a1efc31ae4ad5a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K27ac.wiggler.20141014.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K27me3	Enriched regions	bigBed	EMBL-EBI	1017K	3c83bd358938613a73c18420b9439d2b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K27me3.ppqt_macs2_broad_v2.20140513.bb
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K27me3	Enriched regions	BED	EMBL-EBI	1.4M	ab22976dd4e8283842185d0d6f5f7839	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K27me3.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K27me3	Enriched regions	Text	EMBL-EBI	1.7M	30e69467ee0b1ae75420a7200424e365	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K27me3.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.1G	d1b237b166cb67accd1f123c7aa40a5b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K27me3.wiggler.20140513.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1013K	ee0b782271ff4e62cceb384642232cc6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K36me3.ppqt_macs2_broad_v2.20140513.bb
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K36me3	Enriched regions	BED	EMBL-EBI	1.5M	ce42ec1c1e25ab91fb7ceb617070f32e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K36me3.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K36me3	Enriched regions	Text	EMBL-EBI	1.8M	589a604c10bddc8d9ccb535103febcd4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K36me3.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K36me3	Normalized signal	bigWig	EMBL-EBI	668M	f2884556126b793c0549a0500c36a984	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K36me3.wiggler.20140513.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K4me3	Enriched regions	bigBed	EMBL-EBI	503K	592080577f9de086350ebf73a0a421a2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K4me3.ppqt_macs2_v2.20140513.bb
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K4me3	Enriched regions	BED	EMBL-EBI	582K	296f437688c3fd4679ff28c4ea0319db	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K4me3.ppqt_macs2_v2.20140513.bed.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K4me3	Enriched regions	Text	EMBL-EBI	680K	c93e8074356a337f4f3bc1732c737735	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K4me3.ppqt_macs2_v2.20140513.xls.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.1G	ebfd3c37b5d5d9bd59b43058f30d4642	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K4me3.wiggler.20140513.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K9me3	Enriched regions	bigBed	EMBL-EBI	470K	192716da138c92ba3113fd195c2304c6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K9me3.ppqt_macs2_broad_v2.20140513.bb
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K9me3	Enriched regions	BED	EMBL-EBI	655K	508c76a64890de538cce5a45979f765d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K9me3.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K9me3	Enriched regions	Text	EMBL-EBI	753K	743b5519b06bb083ceeee361939e5eff	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K9me3.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	H3K9me3	Normalized signal	bigWig	EMBL-EBI	719M	217b7be5f618e0c648313912bfa921ee	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.H3K9me3.wiggler.20140513.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.1G	27edf9731afdd10720b04d2fb7d8e2f3	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/ChIP-Seq/NCMLS/S00BHQH1.Input.wiggler.20140513.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	RNA-Seq	Contigs	BED	CRG	81M	19794dfd53a12677019f3f48c05d6e77	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/RNA-Seq/MPIMG/S00BHQ12.contigs.gem_grape_crg.20141014.bed
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	RNA-Seq	Transcription quantification (Exons)	GFF	CRG	87M	f121aa0179b8b8d9535125b99971cf97	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/RNA-Seq/MPIMG/S00BHQ12.exon_quantification.gem_grape_crg.20141014.gff
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	RNA-Seq	Transcription quantification (Genes)	GFF	CRG	9.3M	792ed715cc5bd20cfcc8a59c3240f81a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/RNA-Seq/MPIMG/S00BHQ12.gene_quantification.gem_grape_crg.20141014.gff
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	RNA-Seq	Transcription quantification (Genes)/Reactome filtered	Text	CRG/EMBL-EBI	140K	273561f528982cfae4f76e5d28707944	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/RNA-Seq/MPIMG/S00BHQ12.gene_quantification.gem_grape_crg.20141014.reactome.txt
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	RNA-Seq	Transcription signal	bigWig	CRG	243M	8027ee0c3583f0a1f5dd6c41d046d470	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/RNA-Seq/MPIMG/S00BHQ12.minusStrand.gem_grape_crg.20141014.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	RNA-Seq	Transcription signal	bigWig	CRG	258M	85f59b2fff9af3d980f905325797b659	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/RNA-Seq/MPIMG/S00BHQ12.plusStrand.gem_grape_crg.20141014.bw
Cord blood	macrophage	S00BHQ	Female	macrophage	Cord blood		None	S00BHQ	RNA-Seq	Transcription quantification (Transcripts)	GFF	CRG	36M	af83ea17adf1f20aff6a046632882e59	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BHQ/macrophage/RNA-Seq/MPIMG/S00BHQ12.transcript_quantification.gem_grape_crg.20141014.gtf
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	Bisulfite-Seq	Methylation signal	bigWig	CNAG	83M	b09dfda2a1cbc8763422341d6805e1bb	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/Bisulfite-Seq/CNAG/S00BJM51.CPG_methylation_calls.bs_call.20141014.bw
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	Bisulfite-Seq	Std. Dev of methylation signal	bigWig	CNAG	97M	5119d2837183a194810017887dda0a4e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/Bisulfite-Seq/CNAG/S00BJM51.CPG_methylation_sd.bs_call.20141014.bw
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	Bisulfite-Seq	Hyper-methylated regions	bigBed	CNAG	7.9M	a46556d5ded24640c0d971927b10479a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/Bisulfite-Seq/CNAG/S00BJM51.hyper_meth.bs_call.20141014.bb
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	Bisulfite-Seq	Hyper-methylated regions	BED	CNAG	25M	a56d65d1d0669bc9f4bd27324f1e698b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/Bisulfite-Seq/CNAG/S00BJM51.hyper_meth.bs_call.20141014.bed.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	Bisulfite-Seq	Hypo-methylated regions	bigBed	CNAG	662K	3ba0e6821b30442527c84ea95d37a006	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/Bisulfite-Seq/CNAG/S00BJM51.hypo_meth.bs_call.20141014.bb
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	Bisulfite-Seq	Hypo-methylated regions	BED	CNAG	3.7M	d3f65feb40dfa929e8a9d2f5eab2192b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/Bisulfite-Seq/CNAG/S00BJM51.hypo_meth.bs_call.20141014.bed.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K4me3	Enriched regions	bigBed	EMBL-EBI	690K	94ab71ce5af4f08f1206aa7c0b9834fa	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/ChIP-Seq/NCMLS/S00BJMH1.H3K4me3.ppqt_macs2_v2.20140513.bb
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K4me3	Enriched regions	BED	EMBL-EBI	655K	a238f98e648d8963322e364ca64a5698	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/ChIP-Seq/NCMLS/S00BJMH1.H3K4me3.ppqt_macs2_v2.20140513.bed.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K4me3	Enriched regions	Text	EMBL-EBI	758K	354f55fb264d2fb425be471dbe3d6f92	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/ChIP-Seq/NCMLS/S00BJMH1.H3K4me3.ppqt_macs2_v2.20140513.xls.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.1G	41e9306d5870391935a37a972c586e67	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/ChIP-Seq/NCMLS/S00BJMH1.H3K4me3.wiggler.20140513.bw
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.1G	c3c6ecf936059fa2d6fc88f902050241	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating/ChIP-Seq/NCMLS/S00BJMH1.Input.wiggler.20140513.bw
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K27me3	Enriched regions	bigBed	EMBL-EBI	559K	9ac145f3d8d7b114a3d9dd51ea8595fc	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K27me3.ppqt_macs2_broad_v2.20141014.bb
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K27me3	Enriched regions	BED	EMBL-EBI	578K	96d655ea0a6116950f398f69a7818e40	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K27me3.ppqt_macs2_broad_v2.20141014.bed.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K27me3	Enriched regions	Text	EMBL-EBI	659K	cd90fbd8d4f4b9a8f7ef2656f543b378	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K27me3.ppqt_macs2_broad_v2.20141014.xls.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.1G	0c1bf5f547d819be230f09d4008591bf	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K27me3.wiggler.20141014.bw
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K36me3	Enriched regions	bigBed	EMBL-EBI	978K	2913605441738f714af18de919bce2e8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K36me3.ppqt_macs2_broad_v2.20141014.bb
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K36me3	Enriched regions	BED	EMBL-EBI	1.4M	bb5aae304e72454eb44083cf40746b4a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K36me3.ppqt_macs2_broad_v2.20141014.bed.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K36me3	Enriched regions	Text	EMBL-EBI	1.6M	6a5f68cfffda6a3eb85e9a5911861f8f	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K36me3.ppqt_macs2_broad_v2.20141014.xls.gz
